wall_time,type,session,nfloats,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,accuracy
1779232443.014208,0,1,14,-nan,0.00,755403.56,838565.38,156322.61,7582461.00,930848.19,6998872.00,33.00,33.00,33.00,33.00,33.00,33.00,193269203724
1779232443.142037,0,1,14,0.00,0.00,756081.62,837577.19,155751.36,7570685.00,930034.94,6988414.50,33.00,33.00,33.00,33.00,33.00,33.00,193396643559
1779232443.269295,0,1,14,0.00,0.00,756599.81,839702.56,156994.58,7644408.50,935325.00,7057001.00,33.00,33.00,33.00,33.00,33.00,33.00,193524096863
1779232443.397224,0,1,14,0.00,0.00,755707.38,838797.69,156410.62,7580801.00,930746.06,6996297.50,33.00,33.00,33.00,33.00,33.00,33.00,193651739010
1779232443.524376,0,1,14,0.00,0.00,755931.69,838914.38,156470.72,7574027.50,929554.50,6991063.50,33.00,33.00,33.00,33.00,33.00,33.00,193779275321
1779232443.650858,0,1,14,0.00,0.00,755718.25,838401.62,156094.11,7568380.00,929044.69,6985346.00,33.00,33.00,33.00,33.00,33.00,33.00,193906717964
1779232443.778563,0,1,14,0.00,0.00,755153.44,838016.38,155711.58,7580227.00,930501.25,6997237.50,33.00,33.00,33.00,33.00,33.00,33.00,194034051964
1779232443.907187,0,1,14,0.00,0.00,755065.06,838152.62,156485.11,7592680.00,931076.81,7008225.50,33.00,33.00,33.00,33.00,33.00,33.00,194161388325
1779232444.032571,0,1,14,0.02,0.00,755112.69,838442.81,156211.75,7597829.00,932419.00,7013741.50,33.00,33.00,33.00,33.00,33.00,33.00,194288677810
1779232444.159937,0,1,14,610.65,0.00,755243.75,838557.50,156124.58,7575446.50,929931.81,6991884.50,33.00,33.00,33.00,33.00,33.00,33.00,194415995209
1779232444.287681,0,1,14,23188974.00,0.00,754748.38,836271.38,156370.86,7580578.50,929652.62,6997033.00,33.00,33.00,33.00,33.00,33.00,33.00,194543414007
1779232444.416691,0,1,14,861336109056.00,0.00,755434.38,836342.94,157031.83,7619804.50,932621.31,7033013.00,33.00,33.00,33.00,33.00,33.00,33.00,194670791586
1779232444.543673,0,1,14,31650041353469952.00,0.00,756705.06,837658.56,156530.81,7601253.00,932823.62,7016139.50,33.00,33.00,33.00,33.00,33.00,33.00,194798215959
1779232444.670915,0,1,14,1149968691363663839232.00,0.00,755377.75,839335.88,156496.95,7587866.00,932360.38,7003774.00,33.00,33.00,33.00,33.00,33.00,33.00,194925648918
1779232444.798484,0,1,14,44125225178553698308063232.00,0.00,755578.31,837163.50,155776.75,7558821.50,929410.88,6976497.00,33.00,33.00,33.00,33.00,33.00,33.00,195053092741
1779232444.925910,0,1,14,1693259735231294934741120188416.00,0.00,754585.56,839063.38,155887.61,7569592.00,928916.25,6986978.00,33.00,33.00,33.00,33.00,33.00,33.00,195180558781
1779232445.053307,0,1,14,63399153070258994161166505708879872.00,0.00,755096.81,838893.75,155926.55,7559762.50,930281.75,6977829.50,33.00,33.00,33.00,33.00,33.00,33.00,195307986205
1779232445.180452,0,1,14,-0.00,0.00,755337.06,837989.88,156001.86,7568751.00,929963.12,6985703.50,33.00,33.00,33.00,33.00,33.00,33.00,195435605769
1779232445.308302,0,1,14,-0.00,0.00,757839.75,838854.56,156309.08,7657959.00,936026.00,7069243.00,33.00,33.00,33.00,33.00,33.00,33.00,195563055940
1779232445.435499,0,1,14,-0.00,0.00,755845.38,838468.31,156190.59,7579994.50,929941.88,6995989.00,33.00,33.00,33.00,33.00,33.00,33.00,195690492357
1779232445.562851,0,1,14,-0.00,0.00,755885.06,838422.25,156901.48,7619368.00,934201.25,7034884.00,33.00,33.00,33.00,33.00,33.00,33.00,195817848818
1779232445.690159,0,1,14,-0.00,0.00,755028.31,840495.62,156184.67,7580682.00,930246.38,6996656.00,33.00,33.00,33.00,33.00,33.00,33.00,195944423500
1779232445.816794,0,1,14,-0.00,0.00,755080.94,838245.75,155562.62,7566066.50,930354.56,6983165.00,33.00,33.00,33.00,33.00,33.00,33.00,196071926975
1779232445.944226,0,1,14,-0.00,0.00,754636.19,838886.94,156718.69,7558821.50,928137.44,6976932.50,33.00,33.00,33.00,33.00,33.00,33.00,196199344593
1779232446.072203,0,1,14,-0.00,0.00,755625.94,839320.25,156430.94,7587679.50,930775.38,7003158.50,33.00,33.00,33.00,33.00,33.00,33.00,196326795822
1779232446.199126,0,1,14,-0.07,0.00,756007.19,839108.44,156335.31,7568527.50,930086.56,6985439.50,33.00,33.00,33.00,33.00,33.00,33.00,196454232809
1779232446.327177,0,1,14,-2815.13,0.00,755662.69,839611.38,156359.86,7592151.00,930685.31,7008251.50,33.00,33.00,33.00,33.00,33.00,33.00,196581782019
1779232446.454248,0,1,14,-105299408.00,0.00,756517.44,838061.44,156541.81,7598302.50,933100.75,7013423.00,33.00,33.00,33.00,33.00,33.00,33.00,196709242810
1779232446.582025,0,1,14,-3868071559168.00,0.00,755544.56,839731.94,156484.27,7583091.50,930704.56,6999128.00,33.00,33.00,33.00,33.00,33.00,33.00,196836665026
1779232446.709174,0,1,14,-140955406405992448.00,0.00,755615.00,839426.12,156726.31,7610678.50,932834.75,7025336.00,33.00,33.00,33.00,33.00,33.00,33.00,196964147993
1779232446.836569,0,1,14,-5426345532722157453312.00,0.00,755217.94,839091.81,156567.20,7577902.00,930633.75,6993577.50,33.00,33.00,33.00,33.00,33.00,33.00,197091595478
1779232446.967009,0,1,14,-258863233373342432665534464.00,0.00,756993.94,839582.94,156930.27,7625123.00,933434.56,7038436.50,33.00,33.00,33.00,33.00,33.00,33.00,197221818476
1779232447.092850,0,1,14,-9421171605977911112091563982848.00,0.00,756563.06,839188.88,156224.44,7598145.00,932154.00,7013295.00,33.00,33.00,33.00,33.00,33.00,33.00,197349200613
1779232447.220281,0,1,14,-347757282918135656700068770825109504.00,0.00,755333.12,840023.12,156034.03,7573224.00,929969.19,6989748.50,33.00,33.00,33.00,33.00,33.00,33.00,197476610948
1779232447.348961,0,1,14,0.00,0.00,754454.50,838257.56,156660.30,7590230.00,932085.25,7005512.50,33.00,33.00,33.00,33.00,33.00,33.00,197604002484
1779232447.475138,0,1,14,0.00,0.00,755106.75,839614.31,156240.53,7591918.00,931158.69,7007549.50,33.00,33.00,33.00,33.00,33.00,33.00,197731417701
1779232447.602322,0,1,14,0.00,0.00,755558.44,839582.94,156690.77,7584203.00,931547.12,6999890.50,33.00,33.00,33.00,33.00,33.00,33.00,197858757765
1779232447.730104,0,1,14,0.00,0.00,755544.56,839659.44,156170.28,7594971.00,931673.56,7010862.50,33.00,33.00,33.00,33.00,33.00,33.00,197985996957
1779232447.858131,0,1,14,0.00,0.00,754317.50,839353.56,155847.84,7569306.00,929131.69,6985902.00,33.00,33.00,33.00,33.00,33.00,33.00,198113341252
1779232447.986453,0,1,14,0.00,0.00,756007.19,839395.69,156282.84,7573511.00,929994.50,6990055.00,33.00,33.00,33.00,33.00,33.00,33.00,198240694254
1779232448.112999,0,1,14,0.00,0.00,755317.19,840648.56,156402.17,7593357.00,931148.62,7009930.00,33.00,33.00,33.00,33.00,33.00,33.00,198368129776
1779232448.240488,0,1,14,0.00,0.00,756274.19,840384.88,156445.33,7588134.00,930912.94,7004545.00,33.00,33.00,33.00,33.00,33.00,33.00,198495554597
1779232448.368972,0,1,14,0.43,0.00,756966.12,840299.56,157128.30,7621274.00,934468.31,7036154.00,33.00,33.00,33.00,33.00,33.00,33.00,198622997362
1779232448.495474,0,1,14,15541.06,0.00,756920.50,839394.75,157074.98,7619842.00,932526.25,7032747.00,33.00,33.00,33.00,33.00,33.00,33.00,198750426170
1779232448.622153,0,1,14,600570368.00,0.00,756210.69,839963.31,156568.89,7595471.50,932060.94,7010306.50,33.00,33.00,33.00,33.00,33.00,33.00,198878113768
1779232448.751056,0,1,14,22894929248256.00,0.00,755211.00,839059.44,157062.30,7584944.50,931167.81,7001635.50,33.00,33.00,33.00,33.00,33.00,33.00,199005476129
1779232448.879001,0,1,14,903360471367680000.00,0.00,754656.06,839130.06,156543.50,7577271.00,931229.50,6994030.00,33.00,33.00,33.00,33.00,33.00,33.00,199133533721
1779232449.005532,0,1,14,33462062735136514899968.00,0.00,755794.69,840285.88,156743.23,7593227.50,931660.44,7009998.50,33.00,33.00,33.00,33.00,33.00,33.00,199261077357
1779232449.137378,0,1,14,1711754253125528437122924544.00,0.00,755137.50,839260.44,156179.59,7575576.00,931163.75,6992466.00,33.00,33.00,33.00,33.00,33.00,33.00,199392034242
1779232449.264727,0,1,14,63750038624871038885429138948096.00,0.00,756144.19,837888.94,156995.44,7615864.00,932822.62,7031237.00,33.00,33.00,33.00,33.00,33.00,33.00,199519447263
1779232449.392275,0,1,14,2349992074306970515865738658992619520.00,0.00,756461.81,839997.62,156814.33,7600817.00,933226.19,7017758.50,33.00,33.00,33.00,33.00,33.00,33.00,199646923719
1779232449.519438,0,1,14,-0.00,0.00,756163.00,839339.81,156614.59,7602469.00,931707.94,7017245.50,33.00,33.00,33.00,33.00,33.00,33.00,199774439116
1779232449.645795,0,1,14,-0.00,0.00,755933.69,838893.75,156384.39,7598775.00,932411.94,7013834.50,33.00,33.00,33.00,33.00,33.00,33.00,199901872522
1779232449.773945,0,1,14,-0.00,0.00,755119.69,839768.25,156171.12,7586038.50,931119.25,7002593.50,33.00,33.00,33.00,33.00,33.00,33.00,200029276224
1779232449.901439,0,1,14,-0.00,0.00,754617.31,838003.62,155928.23,7565927.00,929215.69,6982501.00,33.00,33.00,33.00,33.00,33.00,33.00,200156734126
1779232450.028784,0,1,14,-0.00,0.00,755240.75,838034.00,156067.88,7594089.50,931305.38,7010529.50,33.00,33.00,33.00,33.00,33.00,33.00,200284160534
1779232450.156269,0,1,14,-0.00,0.00,756034.94,840366.25,156835.48,7608858.50,932624.38,7024676.00,33.00,33.00,33.00,33.00,33.00,33.00,200411638536
1779232450.284585,0,1,14,-0.00,0.00,755088.88,839190.81,156550.27,7561965.50,929202.50,6979358.00,33.00,33.00,33.00,33.00,33.00,33.00,200539084882
1779232450.411192,0,1,14,-0.00,0.00,754468.44,839401.56,156338.70,7564983.00,928542.00,6982132.00,33.00,33.00,33.00,33.00,33.00,33.00,200666494362
1779232450.539123,0,1,14,-3.00,0.00,755612.06,838086.94,156242.22,7573094.50,929906.50,6989200.00,33.00,33.00,33.00,33.00,33.00,33.00,200793900547
1779232450.665399,0,1,14,-112236.26,0.00,754698.75,838751.62,156931.11,7576649.50,930130.06,6993047.50,33.00,33.00,33.00,33.00,33.00,33.00,200921527841
1779232450.792430,0,1,14,-4046944768.00,0.00,755413.50,838419.31,156567.20,7566938.00,929651.62,6983936.00,33.00,33.00,33.00,33.00,33.00,33.00,201048799098
1779232450.919830,0,1,14,-149096585232384.00,0.00,755891.00,838204.56,156259.98,7561244.00,930118.94,6979238.50,33.00,33.00,33.00,33.00,33.00,33.00,201176095297
1779232451.046875,0,1,14,-5731166976387055616.00,0.00,756720.94,840208.38,156617.98,7615836.00,933151.31,7029547.00,33.00,33.00,33.00,33.00,33.00,33.00,201303462500
1779232451.174412,0,1,14,-215019085990041053298688.00,0.00,756314.94,840791.69,156733.92,7600204.00,931753.50,7016217.00,33.00,33.00,33.00,33.00,33.00,33.00,201430802645
1779232451.302348,0,1,14,-7934261614952640774976569344.00,0.00,755166.31,839134.94,156031.48,7570176.00,929793.19,6986961.50,33.00,33.00,33.00,33.00,33.00,33.00,201558136970
1779232451.430793,0,1,14,-288449178304096447565090120531968.00,0.00,755374.81,839068.25,157038.59,7565833.00,928817.12,6983517.00,33.00,33.00,33.00,33.00,33.00,33.00,201685437401
1779232451.558309,0,1,14,-10470364858156997600710361842370740224.00,0.00,756351.62,840423.12,156174.52,7590322.50,931993.19,7007121.50,33.00,33.00,33.00,33.00,33.00,33.00,201812873371
1779232451.685547,0,1,14,0.00,0.00,756330.81,839557.44,155824.14,7573066.00,929905.50,6990106.00,33.00,33.00,33.00,33.00,33.00,33.00,201940398981
1779232451.813365,0,1,14,0.00,0.00,755499.88,838279.12,156909.95,7606378.50,933039.06,7020886.50,33.00,33.00,33.00,33.00,33.00,33.00,202067986562
1779232451.941164,0,1,14,0.00,0.00,756325.81,837263.44,156544.34,7592642.50,931768.62,7007755.00,33.00,33.00,33.00,33.00,33.00,33.00,202195741868
1779232452.068558,0,1,14,0.00,0.00,755003.50,837817.38,156193.12,7565919.00,929460.44,6982577.50,33.00,33.00,33.00,33.00,33.00,33.00,202323198305
1779232452.196870,0,1,14,0.00,0.00,755395.62,839290.81,156436.02,7587494.50,931446.00,7003997.00,33.00,33.00,33.00,33.00,33.00,33.00,202450705848
1779232452.323673,0,1,14,0.00,0.00,754863.50,838147.75,156022.17,7581116.50,931070.69,6998067.00,33.00,33.00,33.00,33.00,33.00,33.00,202578303073
1779232452.451068,0,1,14,0.00,0.00,755573.31,838607.50,156587.52,7578401.00,930482.06,6995039.50,33.00,33.00,33.00,33.00,33.00,33.00,202705735869
1779232452.580221,0,1,14,0.00,0.00,755876.12,839391.81,156436.02,7584852.50,932238.00,7000480.00,33.00,33.00,33.00,33.00,33.00,33.00,202834900599
1779232452.707182,0,1,14,15.78,0.00,755107.75,838142.81,156089.88,7565400.50,929070.00,6983047.50,33.00,33.00,33.00,33.00,33.00,33.00,202962136617
1779232452.833987,0,1,14,569246.88,0.00,755796.69,839867.25,156375.94,7588876.50,931274.00,7004715.50,33.00,33.00,33.00,33.00,33.00,33.00,203088919022
1779232452.961266,0,1,14,20887160832.00,0.00,755296.38,839747.62,155880.84,7569140.50,929406.81,6985987.00,33.00,33.00,33.00,33.00,33.00,33.00,203215839001
1779232453.089301,0,1,14,797720180686848.00,0.00,755468.12,837873.25,156034.03,7560532.50,929524.19,6978621.50,33.00,33.00,33.00,33.00,33.00,33.00,203343356269
1779232453.216120,0,1,14,29796138391101767680.00,0.00,756295.06,840119.19,156691.61,7590685.00,931829.31,7006934.00,33.00,33.00,33.00,33.00,33.00,33.00,203470848147
1779232453.344333,0,1,14,1091444847677448378122240.00,0.00,755350.00,837618.38,156641.67,7601086.00,932121.62,7015967.00,33.00,33.00,33.00,33.00,33.00,33.00,203598274392
1779232453.471198,0,1,14,39747015873624949309537517568.00,0.00,755859.25,839722.19,156307.38,7585297.00,932227.88,7000882.50,33.00,33.00,33.00,33.00,33.00,33.00,203725762038
1779232453.598270,0,1,14,1565402723842237457321059086761984.00,0.00,754760.31,839680.00,156418.25,7569316.00,930059.25,6986705.50,33.00,33.00,33.00,33.00,33.00,33.00,203853290578
1779232453.726141,0,1,14,60473809367742180367666461014621159424.00,0.00,756367.50,840322.12,155677.73,7600631.50,931553.19,6998488.00,33.00,33.00,33.00,33.00,33.00,33.00,203980929876
1779232453.854414,0,1,14,-0.00,0.00,756447.94,839933.94,156595.12,7585204.50,931238.62,7001858.50,33.00,33.00,33.00,33.00,33.00,33.00,204108554404
1779232453.981565,0,1,14,-0.00,0.00,756541.25,839868.25,157019.12,7619786.50,933797.69,7033759.50,33.00,33.00,33.00,33.00,33.00,33.00,204236078589
1779232454.107486,0,1,14,-0.00,0.00,757097.19,839712.38,156565.50,7599044.00,932333.06,7014656.50,33.00,33.00,33.00,33.00,33.00,33.00,204363684603
1779232454.234741,0,1,14,-0.00,0.00,756660.38,838595.75,156697.53,7608069.50,933088.62,7022686.50,33.00,33.00,33.00,33.00,33.00,33.00,204491014331
1779232454.362390,0,1,14,-0.00,0.00,756098.50,840633.88,156425.86,7583173.50,931400.44,6999504.00,33.00,33.00,33.00,33.00,33.00,33.00,204618476627
1779232454.489500,0,1,14,-0.00,0.00,756284.12,839457.44,156105.11,7581756.50,930390.00,6998136.00,33.00,33.00,33.00,33.00,33.00,33.00,204745826090
1779232454.616699,0,1,14,-0.00,0.00,756152.12,839617.25,156548.58,7565658.50,930514.38,6982279.50,33.00,33.00,33.00,33.00,33.00,33.00,204873161840
1779232454.744184,0,1,14,-0.00,0.00,755740.12,839329.06,156683.14,7579847.00,930809.75,6995938.50,33.00,33.00,33.00,33.00,33.00,33.00,205000460399
1779232454.872690,0,1,14,-72.30,0.00,756042.88,840249.56,157208.70,7607010.00,933489.19,7020972.50,33.00,33.00,33.00,33.00,33.00,33.00,205127718716
1779232455.000599,0,1,14,-2759863.75,0.00,756494.62,838904.56,156805.86,7597224.50,931134.44,7012190.50,33.00,33.00,33.00,33.00,33.00,33.00,205255111391
1779232455.127139,0,1,14,-103791198208.00,0.00,755891.00,840369.19,156298.08,7578799.00,930423.38,6995305.50,33.00,33.00,33.00,33.00,33.00,33.00,205382570880
1779232455.255417,0,1,14,-3851403474763776.00,0.00,755628.94,837612.44,155611.72,7562262.50,929279.38,6979264.50,33.00,33.00,33.00,33.00,33.00,33.00,205510077772
1779232455.383078,0,1,14,-140206151560228503552.00,0.00,757127.94,839242.75,156258.30,7610977.00,933890.75,7025105.50,33.00,33.00,33.00,33.00,33.00,33.00,205637498890
1779232455.510597,0,1,14,-5405796445291996570976256.00,0.00,756376.44,839031.00,155940.08,7579300.00,930221.06,6995357.00,33.00,33.00,33.00,33.00,33.00,33.00,205765154586
1779232455.636384,0,1,14,-206998531247640126703454388224.00,0.00,755505.81,837740.88,157014.05,7599963.50,931682.69,7013963.50,33.00,33.00,33.00,33.00,33.00,33.00,205892564555
1779232455.764381,0,1,14,-7168120342786553456635305290366976.00,0.00,755370.81,838011.44,156144.89,7583555.00,930898.75,6999803.50,33.00,33.00,33.00,33.00,33.00,33.00,206019015987
1779232455.892118,0,1,14,-267530215533843275022833622853382832128.00,0.00,755869.19,838352.62,155731.89,7569334.00,929717.38,6985698.00,33.00,33.00,33.00,33.00,33.00,33.00,206146454642
1779232456.019324,0,1,14,0.00,0.00,755822.50,839739.81,156210.06,7601560.00,931576.44,7016961.50,33.00,33.00,33.00,33.00,33.00,33.00,206273883735
1779232456.146955,0,1,14,0.00,0.00,755721.25,839521.19,157190.92,7587199.50,931172.88,7003192.00,33.00,33.00,33.00,33.00,33.00,33.00,206401336428
1779232456.274414,0,1,14,0.00,0.00,755896.00,840566.25,157018.28,7605478.50,932812.50,7019542.00,33.00,33.00,33.00,33.00,33.00,33.00,206529045510
1779232456.402028,0,1,14,0.00,0.00,756772.56,839691.75,156698.38,7576948.00,930844.12,6992722.00,33.00,33.00,33.00,33.00,33.00,33.00,206656499383
1779232456.529589,0,1,14,0.00,0.00,757922.12,841142.69,157872.20,7647623.00,936243.44,7059461.50,33.00,33.00,33.00,33.00,33.00,33.00,206784168263
1779232456.659029,0,1,14,0.00,0.00,755995.25,839440.81,156353.92,7583156.50,930663.06,6998949.00,33.00,33.00,33.00,33.00,33.00,33.00,206913447495
1779232456.786442,0,1,14,0.00,0.00,755151.44,839822.12,156991.20,7595499.50,932357.31,7010941.00,33.00,33.00,33.00,33.00,33.00,33.00,207041072348
1779232456.913603,0,1,14,0.01,0.00,755936.69,839015.31,156951.42,7581293.00,930789.50,6998195.00,33.00,33.00,33.00,33.00,33.00,33.00,207168498145
1779232457.041353,0,1,14,410.82,0.00,755974.38,839984.88,156392.86,7564826.50,929754.75,6981518.00,33.00,33.00,33.00,33.00,33.00,33.00,207295965365
1779232457.169247,0,1,14,15298678.00,0.00,756573.00,840073.12,156417.41,7585158.50,931677.62,7000778.50,33.00,33.00,33.00,33.00,33.00,33.00,207423631478
1779232457.296865,0,1,14,558572830720.00,0.00,756781.50,841137.75,156901.48,7606192.00,932238.00,7021212.00,33.00,33.00,33.00,33.00,33.00,33.00,207551073673
1779232457.423993,0,1,14,21832029582655488.00,0.00,755916.81,840148.62,156465.64,7568954.00,929540.31,6985312.50,33.00,33.00,33.00,33.00,33.00,33.00,207678545979
1779232457.551384,0,1,14,831227061055214583808.00,0.00,756263.31,838784.94,156465.64,7602173.00,931337.75,7005803.00,33.00,33.00,33.00,33.00,33.00,33.00,207806021215
1779232457.677118,0,1,14,30940258054545169759338496.00,0.00,757421.81,839907.44,157117.30,7613959.00,932489.81,7028364.00,33.00,33.00,33.00,33.00,33.00,33.00,207933456086
1779232457.804799,0,1,14,1124047968955987045407612993536.00,0.00,756242.44,839101.62,156573.97,7590879.50,932139.88,7006582.00,33.00,33.00,33.00,33.00,33.00,33.00,208060743659
1779232457.931717,0,1,14,40579360051004786924603467685167104.00,0.00,757368.19,840094.69,156861.72,7624817.00,933572.12,7038977.50,33.00,33.00,33.00,33.00,33.00,33.00,208188086001
1779232458.058812,0,1,14,-0.00,0.00,755933.69,838973.19,156360.70,7587199.50,930585.19,7002200.00,33.00,33.00,33.00,33.00,33.00,33.00,208315364662
1779232458.186245,0,1,14,-0.00,0.00,755372.81,840145.69,156262.53,7585445.50,931703.94,7002097.00,33.00,33.00,33.00,33.00,33.00,33.00,208442648288
1779232458.313678,0,1,14,-0.00,0.00,756671.31,839454.50,156369.16,7594358.50,931913.31,7009261.00,33.00,33.00,33.00,33.00,33.00,33.00,208569933705
1779232458.442521,0,1,14,-0.00,0.00,757285.81,839269.25,156814.33,7617909.00,933922.06,7032035.00,33.00,33.00,33.00,33.00,33.00,33.00,208697233118
1779232458.570043,0,1,14,-0.00,0.00,756375.44,838596.75,156850.72,7586308.50,930700.50,7003356.00,33.00,33.00,33.00,33.00,33.00,33.00,208824551697
1779232458.697738,0,1,14,-0.00,0.00,756490.62,839422.19,156259.98,7598366.50,931684.69,7013475.50,33.00,33.00,33.00,33.00,33.00,33.00,208952286983
1779232458.825162,0,1,14,-0.00,0.00,757117.06,839271.19,156562.12,7576363.50,930201.88,6992662.00,33.00,33.00,33.00,33.00,33.00,33.00,209079758109
1779232458.952488,0,1,14,-0.00,0.00,755918.81,839711.38,157019.97,7590285.50,931556.25,7006034.50,33.00,33.00,33.00,33.00,33.00,33.00,209207229520
1779232459.080162,0,1,14,-0.05,0.00,757075.31,839539.81,156667.91,7581756.50,931517.81,6998169.50,33.00,33.00,33.00,33.00,33.00,33.00,209334839765
1779232459.207645,0,1,14,-1890.83,0.00,757091.25,840888.75,156516.42,7612285.50,932731.56,7026073.00,33.00,33.00,33.00,33.00,33.00,33.00,209462254251
1779232459.335076,0,1,14,-70116384.00,0.00,757737.50,839231.00,157084.30,7607938.00,931914.31,7022721.00,33.00,33.00,33.00,33.00,33.00,33.00,209589746820
1779232459.462271,0,1,14,-2740805173248.00,0.00,756296.06,839842.75,157096.98,7593394.50,931155.69,7009911.50,33.00,33.00,33.00,33.00,33.00,33.00,209717266734
1779232459.590050,0,1,14,-103443213582336000.00,0.00,756923.44,840191.75,156829.56,7589506.50,932164.12,7005871.00,33.00,33.00,33.00,33.00,33.00,33.00,209844682887
1779232459.718015,0,1,14,-3841205127627262656512.00,0.00,755621.00,838841.81,156588.36,7582999.00,931677.62,6999538.50,33.00,33.00,33.00,33.00,33.00,33.00,209972116334
1779232459.844889,0,1,14,-140659909996665262177255424.00,0.00,757268.94,839348.62,156982.73,7620725.00,933975.69,7034874.50,33.00,33.00,33.00,33.00,33.00,33.00,210099549130
1779232459.972219,0,1,14,-5114047568092408534638228668416.00,0.00,757282.81,840327.00,157130.00,7624639.50,933741.06,7037226.00,33.00,33.00,33.00,33.00,33.00,33.00,210226976962
1779232460.102384,0,1,14,-248359908037411903854914345122136064.00,0.00,757132.94,841007.38,156572.28,7582034.50,932083.19,6998915.00,33.00,33.00,33.00,33.00,33.00,33.00,210356884571
1779232460.230275,0,1,14,0.00,0.00,757581.62,838886.94,156432.64,7624994.00,934851.62,7039047.00,33.00,33.00,33.00,33.00,33.00,33.00,210484525049
1779232460.357423,0,1,14,0.00,0.00,757116.06,839356.50,156407.25,7607577.00,933885.69,7023107.50,33.00,33.00,33.00,33.00,33.00,33.00,210611974365
1779232460.485262,0,1,14,0.00,0.00,757267.94,839845.69,156287.08,7573530.00,930585.19,6990029.50,33.00,33.00,33.00,33.00,33.00,33.00,210739408300
1779232460.612432,0,1,14,0.00,0.00,758348.00,839305.50,157019.97,7632984.50,936005.75,7046414.00,33.00,33.00,33.00,33.00,33.00,33.00,210866974234
1779232460.740377,0,1,14,0.00,0.00,757058.44,841132.88,156288.77,7581514.50,930762.19,6997469.50,33.00,33.00,33.00,33.00,33.00,33.00,210994480517
1779232460.866974,0,1,14,0.00,0.00,757108.12,840676.00,157101.22,7600268.50,933521.56,7016233.50,33.00,33.00,33.00,33.00,33.00,33.00,211121904686
1779232460.994308,0,1,14,0.00,0.00,755389.69,839131.00,156880.33,7573233.00,930656.00,6990824.50,33.00,33.00,33.00,33.00,33.00,33.00,211249337238
1779232461.120958,0,1,14,0.00,0.00,756550.19,839962.31,157137.61,7627820.50,933874.56,7040926.00,33.00,33.00,33.00,33.00,33.00,33.00,211376854995
1779232461.248714,0,1,14,0.32,0.00,756401.25,839431.00,156331.92,7589387.50,930304.00,7005708.50,33.00,33.00,33.00,33.00,33.00,33.00,211504263580
1779232461.375479,0,1,14,11878.62,0.00,756257.31,838508.50,156857.48,7585223.50,931437.88,7002346.50,33.00,33.00,33.00,33.00,33.00,33.00,211631577723
1779232461.502510,0,1,14,435768512.00,0.00,758241.81,839953.50,157240.02,7649746.50,935014.50,7062169.50,33.00,33.00,33.00,33.00,33.00,33.00,211758860902
1779232461.629688,0,1,14,15819611308032.00,0.00,757581.62,841119.12,156743.23,7580163.00,931131.44,6996169.00,33.00,33.00,33.00,33.00,33.00,33.00,211886159013
1779232461.757379,0,1,14,570021428095614976.00,0.00,758405.62,840173.12,156482.56,7612889.50,933373.88,7028663.50,33.00,33.00,33.00,33.00,33.00,33.00,212013491183
1779232461.885740,0,1,14,21804745049467305066496.00,0.00,757099.19,839318.25,156950.58,7630649.50,933933.19,7043804.00,33.00,33.00,33.00,33.00,33.00,33.00,212140802356
1779232462.013249,0,1,14,827186757930971163256684544.00,0.00,757831.81,840352.50,156625.59,7630017.50,935349.31,7042258.00,33.00,33.00,33.00,33.00,33.00,33.00,212268158695
1779232462.140605,0,1,14,30965193829851745672122448478208.00,0.00,758359.94,841262.25,157213.78,7635945.00,934455.12,7048166.50,33.00,33.00,33.00,33.00,33.00,33.00,212395584248
1779232462.269342,0,1,14,1140701810096535882348153456417570816.00,0.00,757076.31,838881.00,156488.50,7593264.00,932261.25,7009330.00,33.00,33.00,33.00,33.00,33.00,33.00,212523004145
1779232462.396060,0,1,14,-0.00,0.00,756370.50,841175.00,156287.92,7573586.00,929511.00,6990165.00,33.00,33.00,33.00,33.00,33.00,33.00,212650699962
1779232462.523281,0,1,14,-0.00,0.00,757094.19,840634.88,156711.08,7598905.50,932957.12,7014015.50,33.00,33.00,33.00,33.00,33.00,33.00,212778252387
1779232462.650423,0,1,14,-0.00,0.00,756100.50,840956.38,156228.67,7582434.00,930843.12,6998751.00,33.00,33.00,33.00,33.00,33.00,33.00,212905702679
1779232462.778523,0,1,14,-0.00,0.00,756583.94,840517.19,156996.28,7605598.00,932427.12,7021212.00,33.00,33.00,33.00,33.00,33.00,33.00,213033096331
1779232462.907995,0,1,14,-0.00,0.00,757311.62,840589.75,156576.52,7603658.00,932646.62,7018367.00,33.00,33.00,33.00,33.00,33.00,33.00,213162419101
1779232463.034907,0,1,14,-0.00,0.00,757532.00,841221.12,156645.06,7607307.00,933637.88,7022250.00,33.00,33.00,33.00,33.00,33.00,33.00,213289822682
1779232463.162522,0,1,14,-0.00,0.00,757359.25,839084.94,156983.58,7620632.50,934429.88,7034592.00,33.00,33.00,33.00,33.00,33.00,33.00,213417218694
1779232463.289621,0,1,14,-0.00,0.00,755923.75,840414.25,156276.06,7586028.50,931263.94,7001566.50,33.00,33.00,33.00,33.00,33.00,33.00,213544650269
1779232463.417463,0,1,14,-1.70,0.00,756491.62,841363.25,156643.36,7574862.50,930655.00,6991329.50,33.00,33.00,33.00,33.00,33.00,33.00,213672087459
